Handle,Price,ImageSrc,Body,Vendor,Type,Tags,Color,VariantGrams,VariantInventoryTracker,VariantInventoryQty,ImageAltText,VariantImage,STYLE#,AVAILABLE_SIZES,SUGGESTED_PRICE,CATEGORY_NAME,SIZE,WEIGHT,PieceCost,SIZE_INDEX,MSRP,FRONT_MODEL_IMAGE_URL,BACK_MODEL_IMAGE_URL,FRONT_FLAT_IMAGE_URL,BACK_FLAT_IMAGE_URL,PRODUCT_MEASUREMENTS,DECORATION_SPEC_SHEET,barcode,Title,Hex,Style
PC590YH,14.15,https://cdnm.sanmar.com/imglib/mresjpg/2022/f14/PC590YH_charcoal_model_front.jpg,Stay active in performance sweatshirts powered by Dry Zone moisture-wicking technology. 5.9-ounce 100% polyester Removable tag for comfort and relabeling Taped neck 3-panel hood No drawcords at hood Locker patch Front pouch pocket Self-fabric cuffs and hem  ,Port & Company,0,YouthT-shirts,Charcoal,0.57,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2022/f14/PC590YH_charcoal_model_front.jpg,PC590YH,Youth Sizes: XS-XL,24.3,0,XS,0,14.15,1,24.3,https://cdnm.sanmar.com/imglib/mresjpg/2022/f14/PC590YH_charcoal_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f14/PC590YH_charcoal_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f23/PC590YH_charcoal_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f1/PC590YH_charcoal_flat_back.jpg ,PC590YH_productmeasurement.pdf,https://www.sanmar.com/p/8716/decorationSpecSheet,1235421,Port & Company®Youth Performance Fleece Pullover Hooded Sweatshirt. PC590YH,0,PC590YH
YST355P,7.99,https://cdnm.sanmar.com/imglib/mresjpg/2017/f22/YST355P_black_model_front_122017.jpg,Our lightweight unlined short with pockets wicks moisture and locks in colors. 3.8-ounce 100% polyester interlock with PosiCharge technology Removable tag for comfort and relabeling Elastic waistband No drawcord Side pockets ,Sport-Tek,0,Youth,Black,0.24,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f22/YST355P_black_model_front_122017.jpg,YST355P,Youth Sizes: XS-XL,11.98,0,XS,0,7.99,1,11.98,https://cdnm.sanmar.com/imglib/mresjpg/2017/f22/YST355P_black_model_front_122017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f22/YST355P_black_model_front_122017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f22/YST355P_black_model_front_122017.jpg, ,YST355P_productmeasurement.pdf,https://www.sanmar.com/p/8767/decorationSpecSheet,1243551,Sport-Tek ® Youth PosiCharge ® Competitor  Pocketed Short. YST355P,0,YST355P
YST358,9.49,https://cdnm.sanmar.com/imglib/mresjpg/2022/f11/YST358_black_model_front.jpg,This lightweight hooded pullover locks in color and wicks moisture. It's versatile enough for year-round wear. 3.8-ounce 100% polyester interlock with PosiCharge technology Removable tag for comfort and relabeling Three-panel hood Set-in sleeves Open cuffs and hem Due to the nature of 100% polyesterperformance fabrics special care must be taken throughout the printing process. ,Sport-Tek,0,Youth,Black,0.26,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2022/f11/YST358_black_model_front.jpg,YST358,Youth Sizes: XS-XL,14.98,0,XS,0,9.49,1,14.98,https://cdnm.sanmar.com/imglib/mresjpg/2022/f11/YST358_black_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f11/YST358_black_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f7/YST358_black_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f7/YST358_black_form_back.jpg ,YST358_productmeasurement.pdf,https://www.sanmar.com/p/9065/decorationSpecSheet,1273441,Sport-Tek ® Youth PosiCharge ® Competitor  Hooded Pullover. YST358,0,YST358
BC3001Y,5.26,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3001Y_asphalt_model_front.jpg,Classic fit Tear-away label Side seamed Solid Colors: 4.2-ounce 100% Airlume combed and ring spun cotton 32 singles ,Bella + Canvas,0,Youth Short Sleeve,Asphalt,0.18,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3001Y_asphalt_model_front.jpg,BC3001Y,Youth Sizes: S-XL,8.53,0,S,0,5.26,2,8.52,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3001Y_asphalt_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3001Y_asphalt_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f3/BC3001Y_asphalt_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f4/BC3001Y_asphalt_flat_back.jpg ,BC3001Y_productmeasurement.pdf,https://www.sanmar.com/p/9262/decorationSpecSheet,1297832,BELLA+CANVAS ® Youth Jersey Short Sleeve Tee. BC3001Y,0,BC3001Y
BC3413Y,5.75,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413Y_bluetriblend_model_front.jpg,Retail fit Tear-away label Side seamed 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles ,Bella + Canvas,0,Youth Short Sleeve,Blue Triblend,0.35,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413Y_bluetriblend_model_front.jpg,BC3413Y,Youth Sizes: S-XL,9.5,0,S,0,5.75,2,9.5,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413Y_bluetriblend_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413Y_bluetriblend_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f3/BC3413Y_bluetriblend_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f4/BC3413Y_bluetriblend_flat_back.jpg ,BC3413Y_productmeasurement.pdf,https://www.sanmar.com/p/9268/decorationSpecSheet,1301002,BELLA+CANVAS ® Youth Triblend Short Sleeve Tee. BC3413Y,0,BC3413Y
YST400,6.99,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST400_blacktriad_model_front_012019.jpg,This ultracomfortable tee combines moisture-wicking performance unbeatable tri-blend softness and PosiCharge technology to lock in color. 4.4-ounce 75/13/12 poly/cotton/rayon jersey with PosiCharge technology 4.6-ounce 75/13/12 poly/cotton/rayon jersey with PosiCharge technology (Black Triad Solid) 4.7-ounce 75/13/12 poly/cotton/rayon jersey with PosiCharge technology (White) Tear-away removable label Contrast neck taping (except White which is dyed-to-match) Raglan sleeves ,Sport-Tek,0,Youth,Black Triad Solid,0.21,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST400_blacktriad_model_front_012019.jpg,YST400,Youth Sizes: XS-XL,11.98,0,XS,0,6.99,1,11.98,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST400_blacktriad_model_front_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST400_blacktriad_model_back_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST400_blacktriad_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST400_blacktriad_form_back.jpg ,YST400_productmeasurement.pdf,https://www.sanmar.com/p/9505/decorationSpecSheet,1330701,Sport-Tek ® Youth PosiCharge ® Tri-Blend Wicking Raglan Tee. YST400,0,YST400
YST397,12.49,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST397_blackelectricblack_model_front_012019.jpg,This lightweight pullover locks in color wicks moisture resists snags and has an amped up colorblock look. 4.1-ounce 100% polyester jersey with PosiCharge technology (Electric Heather) 4.7-ounce 100% polyester jersey with PosiCharge technology (solid) Tear-away removable label Cadet collar Reverse coil zipper Colorblock on shoulders and sleeves Set-in sleeves Open cuffs and hem ,Sport-Tek,0,1/4-ZipYouth,Black Electric/ Black,0.31,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST397_blackelectricblack_model_front_012019.jpg,YST397,Youth Sizes: XS-XL,20.98,0,XS,0,12.49,1,20.98,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST397_blackelectricblack_model_front_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST397_blackelectricblack_model_back_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST397_blackelectricblack_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST397_blackelectricblack_form_back.jpg ,YST397_productmeasurement.pdf,https://www.sanmar.com/p/9519/decorationSpecSheet,1335451,Sport-Tek ® Youth PosiCharge ® Electric Heather Colorblock 1/4-Zip Pullover. YST397,0,YST397
YST357,9.49,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST357_black_model_front_012019.jpg,This lightweight pullover locks in color and wicks moisture. It's versatile enough for year-round wear. 3.8-ounce 100% polyester interlock with PosiCharge technology Tear-away removable label Cadet collar Reverse coil zipper Set-in sleeves Open cuffs and hem ,Sport-Tek,0,1/4-ZipYouth,Black,0.28,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST357_black_model_front_012019.jpg,YST357,Youth Sizes: XS-XL,14.98,0,XS,0,9.49,1,14.98,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST357_black_model_front_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST357_black_model_back_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST357_black_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST357_black_form_back.jpg ,YST357_productmeasurement.pdf,https://www.sanmar.com/p/9520/decorationSpecSheet,1335501,Sport-Tek ® Youth PosiCharge ® Competitor  1/4-Zip Pullover. YST357,0,YST357
PC455Y,4.29,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/PC455Y_blackheather_flat_front.jpg,No matter what you are a fan of this ultra-soft ring spun cotton/poly blend tee will match your enthusiasm. 4.5-ounce 60/40 ring spun cotton/polyCVC blend Removable label for comfort and relabeling 1x1 rib knit neck Shoulder to shoulder tapingDue to the polyester blend in this fabric results may vary depending on equipment and pre-treat used. Please consult with your supplier for recommendations. Testing pre-production is always recommended. White is not recommended for DTG printing.  ,Port & Company,0,Youth,Black Heather,0.21,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/PC455Y_blackheather_flat_front.jpg,PC455Y,Youth Sizes: XS-XL,6.58,0,XS,0,4.29,1,6.58,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/PC455Y_blackheather_flat_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/PC455Y_blackheather_flat_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/PC455Y_blackheather_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f16/PC455Y_ash_flat_back.jpg ,PC455Y_productmeasurement.pdf,https://www.sanmar.com/p/9527/decorationSpecSheet,1338041,Port & Company ® Youth Fan Favorite  Blend Tee. PC455Y,0,PC455Y
YST420,5.49,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420_black_model_front_032019.jpg,These high-performance breathable tees have a soft matte hand and deliver exceptional UV protection PosiCharge color-locking technology and moisture wicking.4-ounce 100% polyester interlock with PosiCharge technology UPF rating of 50 Removable tag for comfort and relabeling Set-in sleeves ,Sport-Tek,0,Youth,Black,0.18,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420_black_model_front_032019.jpg,YST420,Youth Sizes: XS-XL,8.98,0,XS,0,5.49,1,8.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420_black_model_front_032019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420_black_model_back_032019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420_black_form_back.jpg ,YST420_productmeasurement.pdf,https://www.sanmar.com/p/9647/decorationSpecSheet,1369231,Sport-Tek ® Youth Posi-UV® Pro Tee. YST420,0,YST420
YST420LS,7.49,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420LS_black_model_front_032019.jpg,These high-performance breathable tees have a soft matte hand and deliver exceptional UV protection PosiCharge color-locking technology and moisture wicking.4-ounce 100% polyester interlock with PosiCharge technology UPF rating of 50 Removable tag for comfort and relabeling Set-in sleeves ,Sport-Tek,0,YouthLong Sleeve,Black,0.21,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420LS_black_model_front_032019.jpg,YST420LS,Youth Sizes: XS-XL,10.98,0,XS,0,7.49,1,10.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420LS_black_model_front_032019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420LS_black_model_back_032019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420LS_black_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420LS_black_form_back.jpg ,YST420LS_productmeasurement.pdf,https://www.sanmar.com/p/9649/decorationSpecSheet,1370031,Sport-Tek ® Youth Posi-UV® Pro Long Sleeve Tee. YST420LS,0,YST420LS
64500B,3.08,https://cdnm.sanmar.com/imglib/mresjpg/2019/f1/64500B_charcoal_model_front_012019.jpg,4.5-ounce 100% ring spun cotton 65/35 ring spun cotton/poly (Heathers) 90/10 ring spun cotton/poly (Sport Grey) 50/50 ring spun cotton/poly (Graphite Heather) Seamless double-needle neck Taped neck and shoulders Tearaway label Double-needle sleeves and hem ,Gildan,0,Youth,Charcoal,0.19,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f1/64500B_charcoal_model_front_012019.jpg,64500B,Youth Sizes: S-XL,6.16,0,XS,0,3.08,1,6.16,https://cdnm.sanmar.com/imglib/mresjpg/2019/f1/64500B_charcoal_model_front_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f1/64500B_charcoal_model_back_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f1/64500B_charcoal_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f1/64500B_charcoal_flat_back.jpg ,64500B_productmeasurement.pdf,https://www.sanmar.com/p/9659/decorationSpecSheet,1372081,DISCONTINUED Gildan Youth Softstyle ® T-Shirt. 64500B,0,64500B
5700B,4.19,https://cdnm.sanmar.com/imglib/mresjpg/2018/f13/5700B_whiteroyal_model_front_012019.jpg,5.3-ounce 100% cotton Tearaway label Contrast color set-in collar and 3/4 raglan sleeve Single-needle topstitched back neck Double-needle sleeve hems and bottom hem/li> ,Gildan,0,Youth,White/ Royal,0.26,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2018/f13/5700B_whiteroyal_model_front_012019.jpg,5700B,Youth Sizes XS-XL,8.38,0,XS,0,4.19,1,8.38,https://cdnm.sanmar.com/imglib/mresjpg/2018/f13/5700B_whiteroyal_model_front_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f13/5700B_whiteroyal_model_back_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f13/5700B_whiteroyal_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f13/5700B_whiteroyal_flat_back.jpg ,5700B_productmeasurement.pdf,https://www.sanmar.com/p/9668/decorationSpecSheet,1375621,DISCONTINUED Gildan ® Heavy Cotton  Youth 3/4-Sleeve Raglan T-Shirt. 5700B,0,5700B
46000B,3.32,https://cdnm.sanmar.com/imglib/mresjpg/2019/f1/46000B_sportorange_model_front_012019.jpg,4.7-ounce 100% filament polyester Moisture-wicking Anti-odor properties Snag resistant Seamed single-needle 3/4 collar Tearaway label Double-needle sleeves and hem ,Gildan,0,Youth,Sport Orange,0.19,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f1/46000B_sportorange_model_front_012019.jpg,46000B,Youth Sizes: XS-XL,7.36,0,XS,0,3.32,1,6.64,https://cdnm.sanmar.com/imglib/mresjpg/2019/f1/46000B_sportorange_model_front_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f1/46000B_sportorange_model_back_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f1/46000B_sportorange_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f1/46000B_sportorange_flat_back.jpg ,46000B_productmeasurement.pdf,https://www.sanmar.com/p/9665/decorationSpecSheet,1375751,Gildan Performance ® Youth Core T-Shirt. 46000B,0,46000B
9018,7.55,https://cdnm.sanmar.com/imglib/mresjpg/2018/f13/9018_lagoon_model_front_012019.jpg,6.1-ounce 100% US ring spun cotton Soft-washed garment-dyed fabric Top-stitched classic width rib collar Twill-taped neck and shoulders Twill label Classic fit seamless bodyDouble-needle collar and bottom hems ,Comfort Colors,0,Youth,Lagoon,0.2,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2018/f13/9018_lagoon_model_front_012019.jpg,9018,Youth Sizes XS-XL,11.1,0,XS,0,7.55,1,11.1,https://cdnm.sanmar.com/imglib/mresjpg/2018/f13/9018_lagoon_model_front_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f13/9018_lagoon_model_back_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f13/9018_lagoon_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f13/9018_lagoon_flat_back.jpg ,9018_productmeasurement.pdf,https://www.sanmar.com/p/1323/decorationSpecSheet,1385261,COMFORT COLORS ® Youth Heavyweight Ring Spun Tee. 9018,0,9018
PC380YLS,5.1,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/PC380YLS_white_model_front_082019.jpg,Rated UPF50 to help combat harmful UV rays this tee also performs with Dry Zone moisture-wicking technology to keep you cool dry and comfortable. 3.8-ounce 100% polyester Removable tag for comfort and relabeling Hemmed cuffsPlease note: This product is transitioning from tag-free labels to tear-away labels. Your order may contain a combination of both. ,Port & Company,0,YouthLong Sleeve,White,0.17,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/PC380YLS_white_model_front_082019.jpg,PC380YLS,Youth Sizes: XS-XL,8.2,0,XS,0,5.1,1,8.2,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/PC380YLS_white_model_front_082019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/PC380YLS_white_model_back_082019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/PC380YLS_white_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/PC380YLS_white_flat_back.jpg ,PC380YLS_productmeasurement.pdf,https://www.sanmar.com/p/9698/decorationSpecSheet,1386901,Port & Company ® Youth Long Sleeve Performance Tee PC380YLS,0,PC380YLS
DT139Y,6.49,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/DT139Y_navyfrost_model_front_082019.jpg,A lightweight tri-blend essential that's perfect all year round.4.5-ounce 50/25/25 poly/combed ring spun cotton/rayon 32 singles Tear-away label Shoulder to shoulder taping ,District,0,YouthHoodies,Navy Frost,0.25,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/DT139Y_navyfrost_model_front_082019.jpg,DT139Y,Youth Sizes: XS-XL,10.98,0,XS,0,6.49,1,10.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/DT139Y_navyfrost_model_front_082019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/DT139Y_navyfrost_model_back_082019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/DT139Y_navyfrost_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/DT139Y_navyfrost_flat_back.jpg ,DT139Y_productmeasurement.pdf,https://www.sanmar.com/p/9701/decorationSpecSheet,1387801,District ® Youth Perfect Tri ® Long Sleeve Hoodie DT139Y,0,DT139Y
BC3719Y,19.99,https://cdnm.sanmar.com/imglib/mresjpg/2019/f8/BC3719Y_athleticheather_model_front_082019.jpg,Tear-away label Side seamed Solid Colors: 7-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 7-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles ,Bella + Canvas,0,YouthHoodies,Athletic Heather,0.63,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f8/BC3719Y_athleticheather_model_front_082019.jpg,BC3719Y,Youth Sizes: S-L,31.98,0,S,0,19.99,2,31.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f8/BC3719Y_athleticheather_model_front_082019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f8/BC3719Y_athleticheather_model_back_082019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f8/BC3719Y_athleticheather_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f8/BC3719Y_athleticheather_flat_back.jpg ,BC3719Y_productmeasurement.pdf,https://www.sanmar.com/p/10002/decorationSpecSheet,1420442,BELLA+CANVAS ® Youth Sponge Fleece Pullover Hoodie BC3719Y,0,BC3719Y
PC145Y,7.07,https://cdnm.sanmar.com/imglib/mresjpg/2019/f15/PC145Y_teal_model_front_092019.jpg,Individually hand dyed each tee is as unique as the one wearing it. 5.4-ounce 100% cotton Rib knit collar Back neck tape Side seamedThe tie-dye process infuses each garment with unique character. Please allow for slight color variation. ,Port & Company,0,Youth,Teal,0.24,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f15/PC145Y_teal_model_front_092019.jpg,PC145Y,Youth Sizes: S-4XL,10.15,0,XS,0,7.07,1,10.14,https://cdnm.sanmar.com/imglib/mresjpg/2019/f15/PC145Y_teal_model_front_092019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f15/PC145Y_teal_model_back_092019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f15/PC145Y_teal_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f15/PC145Y_teal_flat_back.jpg ,PC145Y_productmeasurement.pdf,https://www.sanmar.com/p/10048/decorationSpecSheet,1426241,Port & Company ® Youth Crystal Tie-Dye Tee PC145Y,0,PC145Y
YST470LS,17.25,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST470LS_black_model_front_112019.jpg,These tees stretch and move with you while youre swimming or during any water activity. Designed to combat UV rays and moisture these breathable and quick-dry tees also have PosiCharge technology to lock-in colors and logos. 5.9-ounce 90/10 poly/spandex stretch jersey with PosiCharge technology UPF rating of 50 Trim comfortable fit Tag-free label Raglan sleeves Underarm gussets ,Sport-Tek,0,YouthLong Sleeve,Black,0.28,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST470LS_black_model_front_112019.jpg,YST470LS,Youth Sizes: XS-XL,26.5,0,XS,0,17.25,1,26.5,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST470LS_black_model_front_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST470LS_black_model_back_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f21/YST470LS_black_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f21/YST470LS_black_form_back.jpg ,YST470LS_productmeasurement.pdf,https://www.sanmar.com/p/10110/decorationSpecSheet,1433511,Sport-Tek ® Youth Long Sleeve Rashguard Tee. YST470LS,0,YST470LS
YST470,14.23,https://cdnm.sanmar.com/imglib/mresjpg/2019/f21/YST470_black_model_front_112019.jpg,These tees stretch and move with you while youre swimming or during any water activity. Designed to combat UV rays and moisture these breathable and quick-dry tees also have PosiCharge technology to lock-in colors and logos. 5.9-ounce 90/10 poly/spandex stretch jersey with PosiCharge technology UPF rating of 50 Trim comfortable fit Tag-free label Raglan sleeves Underarm gussets ,Sport-Tek,0,Youth,Black,0.24,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f21/YST470_black_model_front_112019.jpg,YST470,Youth Sizes: XS-XL,24.46,0,XS,0,14.23,1,24.46,https://cdnm.sanmar.com/imglib/mresjpg/2019/f21/YST470_black_model_front_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f21/YST470_black_model_back_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f21/YST470_black_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f21/YST470_black_form_back.jpg ,YST470_productmeasurement.pdf,https://www.sanmar.com/p/10113/decorationSpecSheet,1434141,Sport-Tek ® Youth Rashguard Tee. YST470,0,YST470
YST251,18.99,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST251_black_model_front_112019.jpg,Made for layering this moisture-wicking hoodie has trend-right short sleeves for more mobility.5.5-ounce 100% polyester Anti-static Tag-free label Three-panel hood No drawcords at hood Taped neck Self-fabric hem Front pouch pocket ,Sport-Tek,0,Youth Short Sleeve,Black,0.38,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST251_black_model_front_112019.jpg,YST251,Youth Sizes: XS-XL,29.98,0,XS,0,18.99,1,29.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST251_black_model_front_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST251_black_model_back_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST251_black_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST251_black_form_back.jpg ,YST251_productmeasurement.pdf,https://www.sanmar.com/p/10088/decorationSpecSheet,1435291,Sport-Tek ® Youth Sport-Wick ® Fleece Short Sleeve Hooded Pullover. YST251,0,YST251
YPST95,19.99,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YPST95_black_model_front_112019.jpg,Designed for movement these classic tricot track joggers have a tapered fit and easy on/off zippers. 100% polyester tricot Soft-brushed backing Tag-free label Elastic waistband No drawcord Side seam pockets Reverse coil extended leg zippers ,Sport-Tek,0,Youth,Black,0.45,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YPST95_black_model_front_112019.jpg,YPST95,Youth Sizes: XS-XL,31.98,0,XS,0,19.99,1,31.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YPST95_black_model_front_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YPST95_black_model_back_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YPST95_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YPST95_black_flat_back.jpg ,YPST95_productmeasurement.pdf,https://www.sanmar.com/p/10128/decorationSpecSheet,1437131,Sport-Tek ® Youth Tricot Track Jogger. YPST95,0,YPST95
